book_id|user_id|?column?|?column?
2767052|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
2|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
5470|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
41865|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
113436|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
227443|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
11870085|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
7260188|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
6442769|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
10917|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
7624|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
3|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
5139|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
3636|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
4981|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
18490|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1381|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
13496|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
119322|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
11588|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
28187|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
320|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
929|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
12232938|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
428263|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
30119|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
15931|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
13335037|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1202|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
5907|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
4671|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
968|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
2429135|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
22557272|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1617|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1934|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
18405|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
77203|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1656001|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
48855|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
6|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
10210|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
5107|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
11735983|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
7445|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
7613|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
960|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
34|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
19501|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
2956|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
370493|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
256683|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
19288043|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
375802|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
4381|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
49041|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
4214|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
231804|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
13536860|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
6185|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
136251|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
17245|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1953|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
43641|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
2998|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
6148028|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
38709|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
157993|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
865|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
2657|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1885|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
32542|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
5|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1162543|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
14935|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
6186357|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
24178|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1618|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
128029|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
890|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
19063|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
18135|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
6424171|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
22628|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
100915|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
5129|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
37435|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
10818853|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
18619684|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
21787|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
4667024|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
99561|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
15881|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
1845|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
11857408|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
386162|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
5060378|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
5297|2|2022-06-23 23:40:44.099892+05:30|2022-06-23 23:40:44.099892+05:30
